#k-distance eigenvalue[eV]
3.85314465 -43.60913105
3.87594153 -43.60673105
3.89873840 -43.60423105
3.92153529 -43.60153105
3.94433218 -43.59893105
3.96712905 -43.59603105
3.98992593 -43.59323105
4.01272282 -43.59053105
4.03551969 -43.58793105
4.05831658 -43.58523105
4.08111347 -43.58253105
4.10391033 -43.57983105
4.12670722 -43.57723105
4.14950411 -43.57473105
4.17230098 -43.57223105
4.19509787 -43.56983105
4.21789476 -43.56753105
4.24069162 -43.56533105
4.26348851 -43.56323105
4.28628540 -43.56133105
4.30908227 -43.55963105
4.33187916 -43.55793105
4.35467605 -43.55643105
4.37747291 -43.55503105
4.40026980 -43.55383105
4.42306669 -43.55283105
4.44586356 -43.55203105
4.46866045 -43.55143105
4.49145734 -43.55093105
4.51425420 -43.55053105
4.53705109 -43.55043105

0.00000000 -43.55043105
0.03948537 -43.55053105
0.07897070 -43.55093105
0.11845607 -43.55163105
0.15794144 -43.55253105
0.19742677 -43.55363105
0.23691214 -43.55503105
0.27639751 -43.55653105
0.31588284 -43.55833105
0.35536821 -43.56023105
0.39485358 -43.56233105
0.43433892 -43.56453105
0.47382429 -43.56683105
0.51330966 -43.56923105
0.55279499 -43.57183105
0.59228036 -43.57443105
0.63176573 -43.57693105
0.67125106 -43.57953105
0.71073643 -43.58203105
0.75022180 -43.58463105
0.78970713 -43.58703105
0.82919250 -43.58933105
0.86867787 -43.59173105
0.90816320 -43.59383105
0.94764857 -43.59583105
0.98713394 -43.59763105
1.02661927 -43.59933105
1.06610464 -43.60073105
1.10559001 -43.60183105
1.14507534 -43.60293105
1.18456071 -43.60393105
1.22404608 -43.60463105
1.26353141 -43.60523105
1.30301678 -43.60563105
1.34250215 -43.60583105
1.38198749 -43.60603105
1.42147286 -43.60603105
1.46095823 -43.60593105
1.50044356 -43.60583105
1.53992893 -43.60553105
1.57941430 -43.60523105
1.61889963 -43.60493105
1.65838500 -43.60463105
1.69787037 -43.60443105
1.73735570 -43.60413105
1.77684107 -43.60393105
1.81632644 -43.60383105
1.85581177 -43.60373105
1.89529714 -43.60373105
1.89529714 -43.60373105
1.92753681 -43.60393105
1.95977645 -43.60433105
1.99201612 -43.60513105
2.02425579 -43.60633105
2.05649543 -43.60773105
2.08873510 -43.60953105
2.12097477 -43.61143105
2.15321440 -43.61343105
2.18545407 -43.61553105
2.21769374 -43.61773105
2.24993338 -43.61973105
2.28217305 -43.62173105
2.31441272 -43.62343105
2.34665236 -43.62483105
2.37889203 -43.62613105
2.41113170 -43.62683105
2.44337134 -43.62713105
2.47561100 -43.62703105
2.50785067 -43.62643105
2.54009031 -43.62513105
2.57232998 -43.62323105
2.60456965 -43.62073105
2.63680929 -43.61763105
2.66904896 -43.61403105
2.70128863 -43.60973105
2.73352827 -43.60483105
2.76576794 -43.59933105
2.79800761 -43.59333105
2.83024724 -43.58683105
2.86248691 -43.57983105
2.89472658 -43.57243105
2.92696622 -43.56463105
2.95920589 -43.55673105
2.99144556 -43.54863105
3.02368520 -43.54033105
3.05592487 -43.53203105
3.08816454 -43.52393105
3.12040418 -43.51583105
3.15264385 -43.50813105
3.18488351 -43.50093105
3.21712315 -43.49423105
3.24936282 -43.48823105
3.28160249 -43.48293105
3.31384213 -43.47843105
3.34608180 -43.47463105
3.37832147 -43.47203105
3.41056111 -43.47043105
3.44280078 -43.46993105
3.44280078 -43.46993105
3.46559767 -43.47003105
3.48839453 -43.47033105
3.51119142 -43.47073105
3.53398831 -43.47133105
3.55678518 -43.47223105
3.57958207 -43.47313105
3.60237896 -43.47443105
3.62517582 -43.47573105
3.64797271 -43.47713105
3.67076960 -43.47873105
3.69356647 -43.48063105
3.71636336 -43.48243105
3.73916024 -43.48443105
3.76195711 -43.48653105
3.78475400 -43.48873105
3.80755089 -43.49103105
3.83034776 -43.49343105
3.85314465 -43.49593105
3.87594153 -43.49843105
3.89873840 -43.50103105
3.92153529 -43.50353105
3.94433218 -43.50613105
3.96712905 -43.50873105
3.98992593 -43.51133105
4.01272282 -43.51403105
4.03551969 -43.51663105
4.05831658 -43.51913105
4.08111347 -43.52173105
4.10391033 -43.52413105
4.12670722 -43.52663105
4.14950411 -43.52893105
4.17230098 -43.53123105
4.19509787 -43.53333105
4.21789476 -43.53543105
4.24069162 -43.53743105
4.26348851 -43.53923105
4.28628540 -43.54103105
4.30908227 -43.54263105
4.33187916 -43.54403105
4.35467605 -43.54543105
4.37747291 -43.54663105
4.40026980 -43.54763105
4.42306669 -43.54853105
4.44586356 -43.54923105
4.46866045 -43.54973105
4.49145734 -43.55013105
4.51425420 -43.55033105
4.53705109 -43.55043105

0.00000000 -43.55043105
0.03948537 -43.55013105
0.07897070 -43.54873105
0.11845607 -43.54643105
0.15794144 -43.54353105
0.19742677 -43.53993105
0.23691214 -43.53583105
0.27639751 -43.53143105
0.31588284 -43.52693105
0.35536821 -43.52273105
0.39485358 -43.51873105
0.43433892 -43.51543105
0.47382429 -43.51293105
0.51330966 -43.51143105
0.55279499 -43.51123105
0.59228036 -43.51253105
0.63176573 -43.51513105
0.67125106 -43.51913105
0.71073643 -43.52443105
0.75022180 -43.53113105
0.78970713 -43.53913105
0.82919250 -43.54793105
0.86867787 -43.55743105
0.90816320 -43.56743105
0.94764857 -43.57753105
0.98713394 -43.58763105
1.02661927 -43.59743105
1.06610464 -43.60073105
1.10559001 -43.60183105
1.14507534 -43.60293105
1.18456071 -43.60393105
1.22404608 -43.60463105
1.26353141 -43.60523105
1.30301678 -43.60563105
1.34250215 -43.60583105
1.38198749 -43.60603105
1.42147286 -43.60603105
1.46095823 -43.60593105
1.50044356 -43.60583105
1.53992893 -43.60553105
1.57941430 -43.60523105
1.61889963 -43.60493105
1.65838500 -43.60463105
1.69787037 -43.60443105
1.73735570 -43.60413105
1.77684107 -43.60393105
1.81632644 -43.60383105
1.85581177 -43.60373105
1.89529714 -43.60373105
1.89529714 -43.60373105
1.92753681 -43.60363105
1.95977645 -43.60313105
1.99201612 -43.60233105
2.02425579 -43.60133105
2.05649543 -43.60003105
2.08873510 -43.59853105
2.12097477 -43.59673105
2.15321440 -43.59453105
2.18545407 -43.59223105
2.21769374 -43.58973105
2.24993338 -43.58693105
2.28217305 -43.58393105
2.31441272 -43.58083105
2.34665236 -43.57743105
2.37889203 -43.57383105
2.41113170 -43.57013105
2.44337134 -43.56633105
2.47561100 -43.56233105
2.50785067 -43.55833105
2.54009031 -43.55413105
2.57232998 -43.54993105
2.60456965 -43.54553105
2.63680929 -43.54123105
2.66904896 -43.53693105
2.70128863 -43.53253105
2.73352827 -43.52823105
2.76576794 -43.52393105
2.79800761 -43.51963105
2.83024724 -43.51543105
2.86248691 -43.51133105
2.89472658 -43.50733105
2.92696622 -43.50343105
2.95920589 -43.49973105
2.99144556 -43.49623105
3.02368520 -43.49283105
3.05592487 -43.48963105
3.08816454 -43.48663105
3.12040418 -43.48383105
3.15264385 -43.48133105
3.18488351 -43.47893105
3.21712315 -43.47693105
3.24936282 -43.47513105
3.28160249 -43.47353105
3.31384213 -43.47223105
3.34608180 -43.47123105
3.37832147 -43.47053105
3.41056111 -43.47003105
3.44280078 -43.46993105
3.44280078 -43.46993105
3.46559767 -43.47003105
3.48839453 -43.47033105
3.51119142 -43.47073105
3.53398831 -43.47133105
3.55678518 -43.47223105
3.57958207 -43.47313105
3.60237896 -43.47443105
3.62517582 -43.47573105
3.64797271 -43.47713105
3.67076960 -43.47873105
3.69356647 -43.48063105
3.71636336 -43.48243105
3.73916024 -43.48443105
3.76195711 -43.48653105
3.78475400 -43.48873105
3.80755089 -43.49103105
3.83034776 -43.49343105
3.85314465 -43.49593105
3.87594153 -43.49843105
3.89873840 -43.50103105
3.92153529 -43.50353105
3.94433218 -43.50613105
3.96712905 -43.50873105
3.98992593 -43.51133105
4.01272282 -43.51403105
4.03551969 -43.51663105
4.05831658 -43.51913105
4.08111347 -43.52173105
4.10391033 -43.52413105
4.12670722 -43.52663105
4.14950411 -43.52893105
4.17230098 -43.53123105
4.19509787 -43.53333105
4.21789476 -43.53543105
4.24069162 -43.53743105
4.26348851 -43.53923105
4.28628540 -43.54103105
4.30908227 -43.54263105
4.33187916 -43.54403105
4.35467605 -43.54543105
4.37747291 -43.54663105
4.40026980 -43.54763105
4.42306669 -43.54853105
4.44586356 -43.54923105
4.46866045 -43.54973105
4.49145734 -43.55013105
4.51425420 -43.55033105
4.53705109 -43.55043105

0.00000000 -42.26733105
0.03948537 -42.26823105
0.07897070 -42.27073105
0.11845607 -42.27473105
0.15794144 -42.28023105
0.19742677 -42.28703105
0.23691214 -42.29483105
0.27639751 -42.30363105
0.31588284 -42.31273105
0.35536821 -42.32263105
0.39485358 -42.33233105
0.43433892 -42.34163105
0.47382429 -42.35063105
0.51330966 -42.35873105
0.55279499 -42.36583105
0.59228036 -42.37193105
0.63176573 -42.37663105
0.67125106 -42.37993105
0.71073643 -42.38173105
0.75022180 -42.38243105
0.78970713 -42.38203105
0.82919250 -42.38063105
0.86867787 -42.37853105
0.90816320 -42.37593105
0.94764857 -42.37303105
0.98713394 -42.37023105
1.02661927 -42.36763105
1.06610464 -42.36903105
1.10559001 -42.37573105
1.14507534 -42.38263105
1.18456071 -42.38943105
1.22404608 -42.39623105
1.26353141 -42.40293105
1.30301678 -42.40963105
1.34250215 -42.41613105
1.38198749 -42.42243105
1.42147286 -42.42873105
1.46095823 -42.43443105
1.50044356 -42.43993105
1.53992893 -42.44503105
1.57941430 -42.44973105
1.61889963 -42.45403105
1.65838500 -42.45783105
1.69787037 -42.46113105
1.73735570 -42.46383105
1.77684107 -42.46603105
1.81632644 -42.46763105
1.85581177 -42.46863105
1.89529714 -42.46893105
1.89529714 -42.46893105
1.92753681 -42.46873105
1.95977645 -42.46833105
1.99201612 -42.46743105
2.02425579 -42.46643105
2.05649543 -42.46503105
2.08873510 -42.46343105
2.12097477 -42.46163105
2.15321440 -42.45933105
2.18545407 -42.45693105
2.21769374 -42.45423105
2.24993338 -42.45133105
2.28217305 -42.44823105
2.31441272 -42.44493105
2.34665236 -42.44143105
2.37889203 -42.43773105
2.41113170 -42.43383105
2.44337134 -42.42983105
2.47561100 -42.42573105
2.50785067 -42.42153105
2.54009031 -42.41713105
2.57232998 -42.41273105
2.60456965 -42.40823105
2.63680929 -42.40363105
2.66904896 -42.40053105
2.70128863 -42.40153105
2.73352827 -42.40323105
2.76576794 -42.40553105
2.79800761 -42.40853105
2.83024724 -42.41213105
2.86248691 -42.41633105
2.89472658 -42.42103105
2.92696622 -42.42613105
2.95920589 -42.43173105
2.99144556 -42.43773105
3.02368520 -42.44383105
3.05592487 -42.45023105
3.08816454 -42.45653105
3.12040418 -42.46283105
3.15264385 -42.46903105
3.18488351 -42.47493105
3.21712315 -42.48053105
3.24936282 -42.48553105
3.28160249 -42.48993105
3.31384213 -42.49373105
3.34608180 -42.49673105
3.37832147 -42.49893105
3.41056111 -42.50033105
3.44280078 -42.50083105
3.44280078 -42.50083105
3.46559767 -42.50053105
3.48839453 -42.49973105
3.51119142 -42.49853105
3.53398831 -42.49683105
3.55678518 -42.49453105
3.57958207 -42.49183105
3.60237896 -42.48873105
3.62517582 -42.48513105
3.64797271 -42.48113105
3.67076960 -42.47663105
3.69356647 -42.47183105
3.71636336 -42.46653105
3.73916024 -42.46093105
3.76195711 -42.45503105
3.78475400 -42.44893105
3.80755089 -42.44243105
3.83034776 -42.43563105
3.85314465 -42.42863105
3.87594153 -42.42163105
3.89873840 -42.41423105
3.92153529 -42.40683105
3.94433218 -42.39923105
3.96712905 -42.39153105
3.98992593 -42.38383105
4.01272282 -42.37623105
4.03551969 -42.36873105
4.05831658 -42.36123105
4.08111347 -42.35373105
4.10391033 -42.34643105
4.12670722 -42.33933105
4.14950411 -42.33233105
4.17230098 -42.32563105
4.19509787 -42.31913105
4.21789476 -42.31313105
4.24069162 -42.30703105
4.26348851 -42.30143105
4.28628540 -42.29623105
4.30908227 -42.29163105
4.33187916 -42.28713105
4.35467605 -42.28313105
4.37747291 -42.27953105
4.40026980 -42.27633105
4.42306669 -42.27363105
4.44586356 -42.27143105
4.46866045 -42.26963105
4.49145734 -42.26843105
4.51425420 -42.26763105
4.53705109 -42.26733105

0.00000000 -42.26733105
0.03948537 -42.26753105
0.07897070 -42.26793105
0.11845607 -42.26873105
0.15794144 -42.26983105
0.19742677 -42.27113105
0.23691214 -42.27273105
0.27639751 -42.27463105
0.31588284 -42.27683105
0.35536821 -42.27933105
0.39485358 -42.28213105
0.43433892 -42.28513105
0.47382429 -42.28843105
0.51330966 -42.29203105
0.55279499 -42.29593105
0.59228036 -42.30023105
0.63176573 -42.30463105
0.67125106 -42.30943105
0.71073643 -42.31443105
0.75022180 -42.31963105
0.78970713 -42.32503105
0.82919250 -42.33083105
0.86867787 -42.33683105
0.90816320 -42.34293105
0.94764857 -42.34923105
0.98713394 -42.35573105
1.02661927 -42.36233105
1.06610464 -42.36903105
1.10559001 -42.37573105
1.14507534 -42.38263105
1.18456071 -42.38943105
1.22404608 -42.39623105
1.26353141 -42.40293105
1.30301678 -42.40963105
1.34250215 -42.41613105
1.38198749 -42.42243105
1.42147286 -42.42873105
1.46095823 -42.43443105
1.50044356 -42.43993105
1.53992893 -42.44503105
1.57941430 -42.44973105
1.61889963 -42.45403105
1.65838500 -42.45783105
1.69787037 -42.46113105
1.73735570 -42.46383105
1.77684107 -42.46603105
1.81632644 -42.46763105
1.85581177 -42.46863105
1.89529714 -42.46893105
1.89529714 -42.46893105
1.92753681 -42.46863105
1.95977645 -42.46763105
1.99201612 -42.46583105
2.02425579 -42.46363105
2.05649543 -42.46083105
2.08873510 -42.45763105
2.12097477 -42.45393105
2.15321440 -42.44993105
2.18545407 -42.44563105
2.21769374 -42.44113105
2.24993338 -42.43653105
2.28217305 -42.43183105
2.31441272 -42.42723105
2.34665236 -42.42283105
2.37889203 -42.41853105
2.41113170 -42.41453105
2.44337134 -42.41093105
2.47561100 -42.40783105
2.50785067 -42.40513105
2.54009031 -42.40293105
2.57232998 -42.40133105
2.60456965 -42.40043105
2.63680929 -42.40003105
2.66904896 -42.39923105
2.70128863 -42.39463105
2.73352827 -42.39003105
2.76576794 -42.38553105
2.79800761 -42.38113105
2.83024724 -42.37663105
2.86248691 -42.37243105
2.89472658 -42.36823105
2.92696622 -42.36423105
2.95920589 -42.36033105
2.99144556 -42.35663105
3.02368520 -42.35313105
3.05592487 -42.34983105
3.08816454 -42.34663105
3.12040418 -42.34373105
3.15264385 -42.34113105
3.18488351 -42.33873105
3.21712315 -42.33663105
3.24936282 -42.33473105
3.28160249 -42.33303105
3.31384213 -42.33163105
3.34608180 -42.33053105
3.37832147 -42.32983105
3.41056111 -42.32943105
3.44280078 -42.32923105
3.44280078 -42.32923105
3.46559767 -42.32913105
3.48839453 -42.32893105
3.51119142 -42.32863105
3.53398831 -42.32813105
3.55678518 -42.32743105
3.57958207 -42.32673105
3.60237896 -42.32593105
3.62517582 -42.32483105
3.64797271 -42.32373105
3.67076960 -42.32253105
3.69356647 -42.32133105
3.71636336 -42.31983105
3.73916024 -42.31823105
3.76195711 -42.31663105
3.78475400 -42.31493105
3.80755089 -42.31313105
3.83034776 -42.31133105
3.85314465 -42.30943105
3.87594153 -42.30743105
3.89873840 -42.30553105
3.92153529 -42.30343105
3.94433218 -42.30133105
3.96712905 -42.29933105
3.98992593 -42.29733105
4.01272282 -42.29523105
4.03551969 -42.29323105
4.05831658 -42.29133105
4.08111347 -42.28933105
4.10391033 -42.28743105
4.12670722 -42.28563105
4.14950411 -42.28383105
4.17230098 -42.28213105
4.19509787 -42.28043105
4.21789476 -42.27893105
4.24069162 -42.27743105
4.26348851 -42.27603105
4.28628540 -42.27463105
4.30908227 -42.27343105
4.33187916 -42.27233105
4.35467605 -42.27133105
4.37747291 -42.27043105
4.40026980 -42.26963105
4.42306669 -42.26893105
4.44586356 -42.26843105
4.46866045 -42.26793105
4.49145734 -42.26763105
4.51425420 -42.26743105
4.53705109 -42.26733105

0.00000000 -42.26733105
0.03948537 -42.26753105
0.07897070 -42.26793105
0.11845607 -42.26873105
0.15794144 -42.26983105
0.19742677 -42.27113105
0.23691214 -42.27273105
0.27639751 -42.27463105
0.31588284 -42.27683105
0.35536821 -42.27933105
0.39485358 -42.28213105
0.43433892 -42.28513105
0.47382429 -42.28843105
0.51330966 -42.29203105
0.55279499 -42.29593105
0.59228036 -42.30023105
0.63176573 -42.30463105
0.67125106 -42.30943105
0.71073643 -42.31443105
0.75022180 -42.31963105
0.78970713 -42.32503105
0.82919250 -42.33083105
0.86867787 -42.33683105
0.90816320 -42.34293105
0.94764857 -42.34923105
0.98713394 -42.35573105
1.02661927 -42.36233105
1.06610464 -42.36563105
1.10559001 -42.36413105
1.14507534 -42.36363105
1.18456071 -42.36413105
1.22404608 -42.36583105
1.26353141 -42.36853105
1.30301678 -42.37253105
1.34250215 -42.37753105
1.38198749 -42.38363105
1.42147286 -42.39073105
1.46095823 -42.39843105
1.50044356 -42.40673105
1.53992893 -42.41553105
1.57941430 -42.42443105
1.61889963 -42.43313105
1.65838500 -42.44143105
1.69787037 -42.44903105
1.73735570 -42.45573105
1.77684107 -42.46123105
1.81632644 -42.46523105
1.85581177 -42.46803105
1.89529714 -42.46893105
1.89529714 -42.46893105
1.92753681 -42.46843105
1.95977645 -42.46673105
1.99201612 -42.46413105
2.02425579 -42.46073105
2.05649543 -42.45633105
2.08873510 -42.45123105
2.12097477 -42.44543105
2.15321440 -42.43893105
2.18545407 -42.43193105
2.21769374 -42.42453105
2.24993338 -42.41673105
2.28217305 -42.40873105
2.31441272 -42.40053105
2.34665236 -42.39233105
2.37889203 -42.38433105
2.41113170 -42.37623105
2.44337134 -42.36843105
2.47561100 -42.36093105
2.50785067 -42.35393105
2.54009031 -42.34723105
2.57232998 -42.34083105
2.60456965 -42.33513105
2.63680929 -42.32993105
2.66904896 -42.32543105
2.70128863 -42.32143105
2.73352827 -42.31803105
2.76576794 -42.31523105
2.79800761 -42.31303105
2.83024724 -42.31143105
2.86248691 -42.31043105
2.89472658 -42.30993105
2.92696622 -42.30983105
2.95920589 -42.31033105
2.99144556 -42.31113105
3.02368520 -42.31223105
3.05592487 -42.31363105
3.08816454 -42.31523105
3.12040418 -42.31683105
3.15264385 -42.31863105
3.18488351 -42.32053105
3.21712315 -42.32233105
3.24936282 -42.32403105
3.28160249 -42.32563105
3.31384213 -42.32693105
3.34608180 -42.32783105
3.37832147 -42.32863105
3.41056111 -42.32903105
3.44280078 -42.32923105
3.44280078 -42.32923105
3.46559767 -42.32913105
3.48839453 -42.32893105
3.51119142 -42.32863105
3.53398831 -42.32813105
3.55678518 -42.32743105
3.57958207 -42.32673105
3.60237896 -42.32593105
3.62517582 -42.32483105
3.64797271 -42.32373105
3.67076960 -42.32253105
3.69356647 -42.32133105
3.71636336 -42.31983105
3.73916024 -42.31823105
3.76195711 -42.31663105
3.78475400 -42.31493105
3.80755089 -42.31313105
3.83034776 -42.31133105
3.85314465 -42.30943105
3.87594153 -42.30743105
3.89873840 -42.30553105
3.92153529 -42.30343105
3.94433218 -42.30133105
3.96712905 -42.29933105
3.98992593 -42.29733105
4.01272282 -42.29523105
4.03551969 -42.29323105
4.05831658 -42.29133105
4.08111347 -42.28933105
4.10391033 -42.28743105
4.12670722 -42.28563105
4.14950411 -42.28383105
4.17230098 -42.28213105
4.19509787 -42.28043105
4.21789476 -42.27893105
4.24069162 -42.27743105
4.26348851 -42.27603105
4.28628540 -42.27463105
4.30908227 -42.27343105
4.33187916 -42.27233105
4.35467605 -42.27133105
4.37747291 -42.27043105
4.40026980 -42.26963105
4.42306669 -42.26893105
4.44586356 -42.26843105
4.46866045 -42.26793105
4.49145734 -42.26763105
4.51425420 -42.26743105
4.53705109 -42.26733105

0.00000000 -7.75023105
0.03948537 -7.74323105
0.07897070 -7.72203105
0.11845607 -7.68683105
0.15794144 -7.63783105
0.19742677 -7.57513105
0.23691214 -7.49893105
0.27639751 -7.40973105
0.31588284 -7.30783105
0.35536821 -7.19373105
0.39485358 -7.06773105
0.43433892 -6.93043105
0.47382429 -6.78243105
0.51330966 -6.62423105
0.55279499 -6.45673105
0.59228036 -6.28043105
0.63176573 -6.09603105
0.67125106 -5.90453105
0.71073643 -5.70673105
0.75022180 -5.50353105
0.78970713 -5.29603105
0.82919250 -5.08483105
0.86867787 -4.87133105
0.90816320 -4.65663105
0.94764857 -4.44203105
0.98713394 -4.22903105
1.02661927 -4.01913105
1.06610464 -3.81433105
1.10559001 -3.61693105
1.14507534 -3.43043105
1.18456071 -3.26033105
1.22404608 -3.11693105
1.26353141 -3.01573105
1.30301678 -2.96383105
1.34250215 -2.94293105
1.38198749 -2.93213105
1.42147286 -2.92023105
1.46095823 -2.90303105
1.50044356 -2.87913105
1.53992893 -2.84843105
1.57941430 -2.81163105
1.61889963 -2.77013105
1.65838500 -2.72553105
1.69787037 -2.68013105
1.73735570 -2.63613105
1.77684107 -2.59663105
1.81632644 -2.56503105
1.85581177 -2.54463105
1.89529714 -2.53743105
1.89529714 -2.53743105
1.92753681 -2.54203105
1.95977645 -2.55563105
1.99201612 -2.57663105
2.02425579 -2.60443105
2.05649543 -2.63713105
2.08873510 -2.67333105
2.12097477 -2.71203105
2.15321440 -2.75223105
2.18545407 -2.79323105
2.21769374 -2.83473105
2.24993338 -2.87603105
2.28217305 -2.91693105
2.31441272 -2.95713105
2.34665236 -2.99643105
2.37889203 -3.03473105
2.41113170 -3.07203105
2.44337134 -3.10803105
2.47561100 -3.14293105
2.50785067 -3.17653105
2.54009031 -3.20903105
2.57232998 -3.24023105
2.60456965 -3.27043105
2.63680929 -3.29963105
2.66904896 -3.32793105
2.70128863 -3.35523105
2.73352827 -3.38173105
2.76576794 -3.40753105
2.79800761 -3.43273105
2.83024724 -3.45713105
2.86248691 -3.48103105
2.89472658 -3.50433105
2.92696622 -3.54533105
2.95920589 -3.59763105
2.99144556 -3.64783105
3.02368520 -3.69563105
3.05592487 -3.74083105
3.08816454 -3.78323105
3.12040418 -3.82253105
3.15264385 -3.85863105
3.18488351 -3.89143105
3.21712315 -3.92063105
3.24936282 -3.94623105
3.28160249 -3.96803105
3.31384213 -3.98603105
3.34608180 -4.00003105
3.37832147 -4.01003105
3.41056111 -4.01613105
3.44280078 -4.01813105
3.44280078 -4.01813105
3.46559767 -4.04343105
3.48839453 -4.10533105
3.51119142 -4.18583105
3.53398831 -4.27673105
3.55678518 -4.37433105
3.57958207 -4.47693105
3.60237896 -4.58333105
3.62517582 -4.69273105
3.64797271 -4.80453105
3.67076960 -4.91803105
3.69356647 -5.03293105
3.71636336 -5.14863105
3.73916024 -5.26483105
3.76195711 -5.38103105
3.78475400 -5.49693105
3.80755089 -5.61223105
3.83034776 -5.72643105
3.85314465 -5.83943105
3.87594153 -5.95093105
3.89873840 -6.06063105
3.92153529 -6.16823105
3.94433218 -6.27363105
3.96712905 -6.37653105
3.98992593 -6.47673105
4.01272282 -6.57413105
4.03551969 -6.66853105
4.05831658 -6.75973105
4.08111347 -6.84763105
4.10391033 -6.93203105
4.12670722 -7.01293105
4.14950411 -7.09003105
4.17230098 -7.16323105
4.19509787 -7.23263105
4.21789476 -7.29793105
4.24069162 -7.35903105
4.26348851 -7.41603105
4.28628540 -7.46873105
4.30908227 -7.51713105
4.33187916 -7.56103105
4.35467605 -7.60043105
4.37747291 -7.63543105
4.40026980 -7.66573105
4.42306669 -7.69153105
4.44586356 -7.71263105
4.46866045 -7.72913105
4.49145734 -7.74083105
4.51425420 -7.74793105
4.53705109 -7.75023105

0.00000000 -4.13243105
0.03948537 -4.12873105
0.07897070 -4.11743105
0.11845607 -4.09863105
0.15794144 -4.07253105
0.19742677 -4.03913105
0.23691214 -3.99863105
0.27639751 -3.95133105
0.31588284 -3.89743105
0.35536821 -3.83723105
0.39485358 -3.77113105
0.43433892 -3.69943105
0.47382429 -3.62263105
0.51330966 -3.54123105
0.55279499 -3.45563105
0.59228036 -3.36663105
0.63176573 -3.27453105
0.67125106 -3.18023105
0.71073643 -3.08403105
0.75022180 -2.98743105
0.78970713 -2.89083105
0.82919250 -2.79523105
0.86867787 -2.70163105
0.90816320 -2.61113105
0.94764857 -2.52503105
0.98713394 -2.44563105
1.02661927 -2.37623105
1.06610464 -2.33263105
1.10559001 -2.43173105
1.14507534 -2.51263105
1.18456071 -2.57093105
1.22404608 -2.59803105
1.26353141 -2.57963105
1.30301678 -2.51113105
1.34250215 -2.44923105
1.38198749 -2.47173105
1.42147286 -2.49093105
1.46095823 -2.50633105
1.50044356 -2.51853105
1.53992893 -2.52763105
1.57941430 -2.53403105
1.61889963 -2.53793105
1.65838500 -2.53993105
1.69787037 -2.54063105
