#k-distance eigenvalue[eV]
2.93605954 -43.49347435
3.68801114 -43.53017435
3.87038619 -43.53307435
4.05276123 -43.53967435
4.23513630 -43.54687435
4.41751135 -43.55007435
4.99423190 -43.55757435
5.17660694 -43.58697435
5.35898201 -43.61207435
5.54135705 -43.62217435
5.94916007 -43.63587435
6.13153514 -43.67407435
6.31391018 -43.68967435
6.57182746 -43.71897435
6.75420251 -43.73677435
6.93657755 -43.75347435
8.23899595 -43.55967435
8.42137101 -43.54477435
8.60374606 -43.52407435
8.78612110 -43.50507435
8.96849617 -43.50297435
9.15087122 -43.50237435
9.90282282 -43.54697435
10.08519786 -43.53867435
10.26757291 -43.54027435
10.44994797 -43.54767435
10.63232302 -43.55127435
11.20904357 -43.56147435
11.39141862 -43.58827435
11.57379368 -43.61027435
11.75616873 -43.61897435
12.16397175 -43.63547435
12.34634681 -43.67017435
12.52872186 -43.68327435
12.78663914 -43.71267435
12.96901418 -43.72827435
13.15138923 -43.74447435
14.19905413 -43.57837435
14.38142918 -43.55477435
14.56380422 -43.54627435
14.74617929 -43.56047435
14.92855434 -43.56607435
15.50527489 -43.57267435
15.68764993 -43.59097435
15.87002500 -43.60627435
16.05240004 -43.61217435
16.46020306 -43.63487435
16.64257813 -43.65877435
16.82495317 -43.66567435
17.08287045 -43.69557435
17.26524550 -43.70487435
17.44762054 -43.71907435
18.24257496 -43.59717435
18.42495001 -43.59847435
18.60732508 -43.61077435
18.78970012 -43.61537435
19.19750314 -43.63527435
19.37987821 -43.64097435
19.56225325 -43.64287435
19.82017053 -43.67157435
20.00254558 -43.67187435
20.18492062 -43.68317435
20.73204579 -43.60667435
20.91442085 -43.62547435
21.09679590 -43.62827435
21.35471318 -43.63487435
21.53708822 -43.63747435
21.71946327 -43.64517435
22.03534612 -43.60677435
22.21772117 -43.61497435
22.40009621 -43.61617435
22.58247126 -43.60537435

0.00000000 -43.55177435
0.18237505 -43.54677435
0.36475011 -43.53257435
0.54712516 -43.51287435
0.72950020 -43.49257435
0.91187527 -43.47727435
1.09425031 -43.47157435
2.02418427 -43.54177435
2.20655934 -43.52847435
2.38893438 -43.50967435
2.57130943 -43.49047435
2.75368450 -43.47597435
2.93605954 -43.47067435
3.68801114 -43.51697435
3.87038619 -43.50097435
4.05276123 -43.48467435
4.23513630 -43.47247435
4.41751135 -43.46797435
4.99423190 -43.48887435
5.17660694 -43.47677435
5.35898201 -43.46777435
5.54135705 -43.46457435
5.94916007 -43.46887435
6.13153514 -43.46307435
6.31391018 -43.46087435
6.57182746 -43.45967435
6.75420251 -43.45847435
6.93657755 -43.45747435
8.23899595 -43.52837435
8.42137101 -43.51797435
8.60374606 -43.51007435
8.78612110 -43.50267435
8.96849617 -43.48657435
9.15087122 -43.48057435
9.90282282 -43.51297435
10.08519786 -43.50987435
10.26757291 -43.49907435
10.44994797 -43.48657435
10.63232302 -43.48137435
11.20904357 -43.50287435
11.39141862 -43.49117435
11.57379368 -43.48107435
11.75616873 -43.47707435
12.16397175 -43.48207435
12.34634681 -43.47487435
12.52872186 -43.47227435
12.78663914 -43.47027435
12.96901418 -43.46857435
13.15138923 -43.46717435
14.19905413 -43.51667435
14.38142918 -43.52937435
14.56380422 -43.53047435
14.74617929 -43.51197435
14.92855434 -43.50507435
15.50527489 -43.53937435
15.68764993 -43.52867435
15.87002500 -43.51457435
16.05240004 -43.50877435
16.46020306 -43.51737435
16.64257813 -43.50687435
16.82495317 -43.50267435
17.08287045 -43.49957435
17.26524550 -43.49667435
17.44762054 -43.49437435
18.24257496 -43.57907435
18.42495001 -43.56847435
18.60732508 -43.54667435
18.78970012 -43.53857435
19.19750314 -43.56417435
19.37987821 -43.54877435
19.56225325 -43.54217435
19.82017053 -43.53947435
20.00254558 -43.53507435
20.18492062 -43.53147435
20.73204579 -43.60667435
20.91442085 -43.58127435
21.09679590 -43.57177435
21.35471318 -43.57867435
21.53708822 -43.57247435
21.71946327 -43.56817435
22.03534612 -43.60677435
22.21772117 -43.59617435
22.40009621 -43.59517435
22.58247126 -43.60537435

0.00000000 -42.26497435
0.18237505 -42.28067435
0.36475011 -42.32317435
0.54712516 -42.38137435
0.72950020 -42.43987435
0.91187527 -42.48257435
1.09425031 -42.49817435
2.02418427 -42.29697435
2.20655934 -42.33607435
2.38893438 -42.38697435
2.57130943 -42.43637435
2.75368450 -42.47157435
2.93605954 -42.48437435
3.68801114 -42.36547435
3.87038619 -42.39887435
4.05276123 -42.42667435
4.23513630 -42.44367435
4.41751135 -42.44917435
4.99423190 -42.40887435
5.17660694 -42.41197435
5.35898201 -42.40897435
5.54135705 -42.40627435
5.94916007 -42.39427435
6.13153514 -42.37687435
6.31391018 -42.36787435
6.57182746 -42.35317435
6.75420251 -42.34217435
6.93657755 -42.33317435
8.23899595 -42.31027435
8.42137101 -42.34457435
8.60374606 -42.38927435
8.78612110 -42.43177435
8.96849617 -42.46177435
9.15087122 -42.47237435
9.90282282 -42.36707435
10.08519786 -42.39527435
10.26757291 -42.42047435
10.44994797 -42.43667435
10.63232302 -42.44207435
11.20904357 -42.40257435
11.39141862 -42.40687435
11.57379368 -42.40627435
11.75616873 -42.40477435
12.16397175 -42.39347435
12.34634681 -42.38007435
12.52872186 -42.37147435
12.78663914 -42.36107435
12.96901418 -42.34887435
13.15138923 -42.34117435
14.19905413 -42.37397435
14.38142918 -42.38827435
14.56380422 -42.40567435
14.74617929 -42.41897435
14.92855434 -42.42377435
15.50527489 -42.38667435
15.68764993 -42.39357435
15.87002500 -42.39977435
16.05240004 -42.40137435
16.46020306 -42.39227435
16.64257813 -42.38987435
16.82495317 -42.38137435
17.08287045 -42.38247435
17.26524550 -42.37187435
17.44762054 -42.36347435
18.24257496 -42.37047435
18.42495001 -42.37917435
18.60732508 -42.39287435
18.78970012 -42.39817435
19.19750314 -42.39377435
19.37987821 -42.40577435
19.56225325 -42.40867435
19.82017053 -42.41007435
20.00254558 -42.40707435
20.18492062 -42.39557435
20.73204579 -42.40047435
20.91442085 -42.42277435
21.09679590 -42.43127435
21.35471318 -42.43437435
21.53708822 -42.43847435
21.71946327 -42.42957435
22.03534612 -42.44717435
22.21772117 -42.45667435
22.40009621 -42.45607435
22.58247126 -42.46627435

0.00000000 -42.26497435
0.18237505 -42.26887435
0.36475011 -42.27967435
0.54712516 -42.29477435
0.72950020 -42.31057435
0.91187527 -42.32227435
1.09425031 -42.32657435
2.02418427 -42.27247435
2.20655934 -42.28237435
2.38893438 -42.29637435
2.57130943 -42.31077435
2.75368450 -42.32267435
2.93605954 -42.32747435
3.68801114 -42.28997435
3.87038619 -42.30067435
4.05276123 -42.31157435
4.23513630 -42.32367435
4.41751135 -42.32877435
4.99423190 -42.30647435
5.17660694 -42.31277435
5.35898201 -42.32477435
5.54135705 -42.33057435
5.94916007 -42.31797435
6.13153514 -42.32627435
6.31391018 -42.33187435
6.57182746 -42.32917435
6.75420251 -42.33287435
6.93657755 -42.33317435
8.23899595 -42.27437435
8.42137101 -42.28587435
8.60374606 -42.30197435
8.78612110 -42.31867435
8.96849617 -42.33137435
9.15087122 -42.33607435
9.90282282 -42.29407435
10.08519786 -42.30817435
10.26757291 -42.32507435
10.44994797 -42.33877435
10.63232302 -42.34397435
11.20904357 -42.31287435
11.39141862 -42.32617435
11.57379368 -42.34127435
11.75616873 -42.34817435
12.16397175 -42.32487435
12.34634681 -42.33817435
12.52872186 -42.34767435
12.78663914 -42.33687435
12.96901418 -42.34387435
13.15138923 -42.34117435
14.19905413 -42.30227435
14.38142918 -42.32127435
14.56380422 -42.34097435
14.74617929 -42.35597435
14.92855434 -42.36157435
15.50527489 -42.32927435
15.68764993 -42.34797435
15.87002500 -42.36617435
16.05240004 -42.37397435
16.46020306 -42.34417435
16.64257813 -42.36207435
16.82495317 -42.37757435
17.08287045 -42.35837435
17.26524550 -42.36807435
17.44762054 -42.36347435
18.24257496 -42.34677435
18.42495001 -42.37097435
18.60732508 -42.38947435
18.78970012 -42.39657435
19.19750314 -42.37147435
19.37987821 -42.38767435
19.56225325 -42.39617435
19.82017053 -42.38927435
20.00254558 -42.39557435
20.18492062 -42.39557435
20.73204579 -42.40047435
20.91442085 -42.40877435
21.09679590 -42.41217435
21.35471318 -42.42187435
21.53708822 -42.42467435
21.71946327 -42.42957435
22.03534612 -42.44717435
22.21772117 -42.44737435
22.40009621 -42.45607435
22.58247126 -42.46627435

0.00000000 -42.26497435
0.18237505 -42.26887435
0.36475011 -42.27967435
0.54712516 -42.29477435
0.72950020 -42.31057435
0.91187527 -42.32227435
1.09425031 -42.32657435
2.02418427 -42.27027435
2.20655934 -42.27947435
2.38893438 -42.29427435
2.57130943 -42.31027435
2.75368450 -42.32167435
2.93605954 -42.32567435
3.68801114 -42.28397435
3.87038619 -42.29557435
4.05276123 -42.31067435
4.23513630 -42.31977435
4.41751135 -42.32277435
4.99423190 -42.30147435
5.17660694 -42.31257435
5.35898201 -42.31737435
5.54135705 -42.31917435
5.94916007 -42.31407435
6.13153514 -42.31497435
6.31391018 -42.31537435
6.57182746 -42.31337435
6.75420251 -42.31267435
6.93657755 -42.31167435
8.23899595 -42.27437435
8.42137101 -42.28147435
8.60374606 -42.29277435
8.78612110 -42.30487435
8.96849617 -42.31437435
9.15087122 -42.31787435
9.90282282 -42.28887435
10.08519786 -42.29727435
10.26757291 -42.30487435
10.44994797 -42.31047435
10.63232302 -42.31257435
11.20904357 -42.30737435
11.39141862 -42.31107435
11.57379368 -42.31117435
11.75616873 -42.31107435
12.16397175 -42.32007435
12.34634681 -42.31587435
12.52872186 -42.31367435
12.78663914 -42.31957435
12.96901418 -42.31867435
13.15138923 -42.32187435
14.19905413 -42.30227435
14.38142918 -42.30757435
14.56380422 -42.30857435
14.74617929 -42.30787435
14.92855434 -42.30737435
15.50527489 -42.32367435
15.68764993 -42.32127435
15.87002500 -42.31407435
16.05240004 -42.31107435
16.46020306 -42.33537435
16.64257813 -42.32667435
16.82495317 -42.32237435
17.08287045 -42.33747435
17.26524550 -42.33817435
17.44762054 -42.35027435
18.24257496 -42.34677435
18.42495001 -42.33997435
18.60732508 -42.32757435
18.78970012 -42.32297435
19.19750314 -42.35337435
19.37987821 -42.34727435
19.56225325 -42.34407435
19.82017053 -42.36407435
20.00254558 -42.36907435
20.18492062 -42.38897435
20.73204579 -42.36617435
20.91442085 -42.37207435
21.09679590 -42.37377435
21.35471318 -42.39427435
21.53708822 -42.40457435
21.71946327 -42.42747435
22.03534612 -42.42187435
22.21772117 -42.43637435
22.40009621 -42.45557435
22.58247126 -42.46627435

0.00000000 -7.75017435
0.18237505 -7.60037435
0.36475011 -7.16317435
0.54712516 -6.47657435
0.72950020 -5.61207435
0.91187527 -4.69267435
1.09425031 -4.01867435
2.02418427 -7.45297435
2.20655934 -7.02367435
2.38893438 -6.35167435
2.57130943 -5.51037435
2.75368450 -4.62157435
2.93605954 -3.96147435
3.68801114 -6.61967435
3.87038619 -5.99657435
4.05276123 -5.23637435
4.23513630 -4.46097435
4.41751135 -3.87407435
4.99423190 -5.47217435
5.17660694 -4.87977435
5.35898201 -4.33247435
5.54135705 -3.90747435
5.94916007 -4.55047435
6.13153514 -4.29427435
6.31391018 -4.10347435
6.57182746 -4.28877435
6.75420251 -4.26917435
6.93657755 -4.32937435
8.23899595 -7.30767435
8.42137101 -6.88507435
8.60374606 -6.22597435
8.78612110 -5.40517435
8.96849617 -4.54317435
9.15087122 -3.89187435
9.90282282 -6.48457435
10.08519786 -5.86867435
10.26757291 -5.12087435
10.44994797 -4.36197435
10.63232302 -3.77227435
11.20904357 -5.34207435
11.39141862 -4.75117435
11.57379368 -4.21207435
11.75616873 -3.78937435
12.16397175 -4.41637435
12.34634681 -4.16787435
12.52872186 -3.99727435
12.78663914 -4.16917435
12.96901418 -4.16057435
13.15138923 -4.22027435
14.19905413 -6.09587435
14.38142918 -5.50547435
14.56380422 -4.80547435
14.74617929 -4.11727435
14.92855434 -3.54547435
15.50527489 -4.97387435
15.68764993 -4.39117435
15.87002500 -3.88787435
16.05240004 -3.54347435
16.46020306 -4.03487435
16.64257813 -3.81577435
16.82495317 -3.70807435
17.08287045 -3.84027435
17.26524550 -3.85857435
17.44762054 -3.91507435
18.24257496 -4.44187435
18.42495001 -3.89547435
18.60732508 -3.50747435
18.78970012 -3.32787435
19.19750314 -3.48207435
19.37987821 -3.34457435
19.56225325 -3.33617435
19.82017053 -3.39587435
20.00254558 -3.43537435
20.18492062 -3.47967435
20.73204579 -3.01607435
20.91442085 -3.02557435
21.09679590 -3.07227435
21.35471318 -3.00037435
21.53708822 -3.01657435
21.71946327 -3.02097435
22.03534612 -2.81187435
22.21772117 -2.75257435
22.40009621 -2.66997435
22.58247126 -2.53807435

0.00000000 -4.13227435
0.18237505 -4.05627435
0.36475011 -3.83127435
0.54712516 -3.54487435
0.72950020 -3.34207435
0.91187527 -3.40017435
1.09425031 -3.73877435
2.02418427 -3.98187435
2.20655934 -3.77397435
2.38893438 -3.48687435
2.57130943 -3.28907435
2.75368450 -3.36417435
2.93605954 -3.71557435
3.68801114 -3.61817435
3.87038619 -3.41317435
4.05276123 -3.28107435
4.23513630 -3.38737435
4.41751135 -3.73187435
4.99423190 -3.36657435
5.17660694 -3.40997435
5.35898201 -3.58757435
5.54135705 -3.88747435
5.94916007 -3.61617435
6.13153514 -3.84687435
6.31391018 -4.04157435
6.57182746 -4.06267435
6.75420251 -4.16517435
6.93657755 -4.21237435
8.23899595 -3.89727435
8.42137101 -3.69057435
8.60374606 -3.38987435
8.78612110 -3.20797435
8.96849617 -3.30767435
9.15087122 -3.67807435
9.90282282 -3.52447435
10.08519786 -3.30677435
10.26757291 -3.16317435
10.44994797 -3.28737435
10.63232302 -3.65887435
11.20904357 -3.25397435
11.39141862 -3.29347435
11.57379368 -3.47507435
11.75616873 -3.78207435
12.16397175 -3.50307435
12.34634681 -3.73277435
12.52872186 -3.91167435
12.78663914 -3.94277435
12.96901418 -4.03537435
13.15138923 -4.08307435
14.19905413 -3.27447435
14.38142918 -3.03857435
14.56380422 -2.86707435
14.74617929 -3.09347435
14.92855434 -3.52647435
15.50527489 -2.94007435
15.68764993 -2.96607435
15.87002500 -3.17497435
16.05240004 -3.44567435
16.46020306 -3.18957435
16.64257813 -3.41417435
16.82495317 -3.54617435
17.08287045 -3.59897435
17.26524550 -3.66707435
17.44762054 -3.71457435
18.24257496 -2.52497435
18.42495001 -2.56557435
18.60732508 -2.90067435
18.78970012 -3.09187435
19.19750314 -2.78157435
19.37987821 -2.97557435
19.56225325 -3.04537435
19.82017053 -3.08677435
20.00254558 -3.12967435
20.18492062 -3.16797435
20.73204579 -2.57887435
20.91442085 -2.65597435
21.09679590 -2.72467435
21.35471318 -2.62367435
21.53708822 -2.65387435
21.71946327 -2.55407435
22.03534612 -2.53437435
22.21772117 -2.57137435
22.40009621 -2.54717435
22.58247126 -2.53807435

0.00000000 -4.13227435
0.18237505 -4.04977435
0.36475011 -3.82737435
0.54712516 -3.46807435
0.72950020 -2.98797435
0.91187527 -2.43847435
1.09425031 -2.06357435
2.02418427 -3.96747435
2.20655934 -3.73597435
2.38893438 -3.39537435
2.57130943 -2.94577435
2.75368450 -2.43247435
2.93605954 -2.08227435
3.68801114 -3.47897435
3.87038619 -3.11257435
4.05276123 -2.69467435
4.23513630 -2.26657435
4.41751135 -1.99717435
4.99423190 -2.68437435
5.17660694 -2.20667435
5.35898201 -1.78607435
5.54135705 -1.71517435
5.94916007 -1.98567435
6.13153514 -2.07507435
6.31391018 -2.04047435
6.57182746 -2.23477435
6.75420251 -2.25117435
6.93657755 -2.32377435
8.23899595 -3.89727435
8.42137101 -3.67097435
8.60374606 -3.35997435
8.78612110 -2.93017435
8.96849617 -2.45017435
9.15087122 -2.11897435
9.90282282 -3.42657435
10.08519786 -3.08257435
10.26757291 -2.71397435
10.44994797 -2.34057435
10.63232302 -2.08577435
11.20904357 -2.66257435
11.39141862 -2.22767435
11.57379368 -1.93437435
11.75616873 -1.88817435
12.16397175 -2.02657435
12.34634681 -2.11717435
12.52872186 -2.10377435
12.78663914 -2.26397435
12.96901418 -2.28377435
13.15138923 -2.34897435
14.19905413 -3.27447435
14.38142918 -2.97927435
14.56380422 -2.74807435
14.74617929 -2.44287435
14.92855434 -2.20127435
15.50527489 -2.60367435
15.68764993 -2.31237435
15.87002500 -2.22557435
16.05240004 -2.18987435
16.46020306 -2.13347435
16.64257813 -2.22967435
16.82495317 -2.25807435
17.08287045 -2.33977435
17.26524550 -2.36667435
17.44762054 -2.41347435
18.24257496 -2.52497435
18.42495001 -2.45027435
18.60732508 -2.40157435
18.78970012 -2.38617435
19.19750314 -2.26957435
19.37987821 -2.38357435
19.56225325 -2.42277435
19.82017053 -2.43127435
20.00254558 -2.46197435
20.18492062 -2.48797435
20.73204579 -2.39457435
20.91442085 -2.47897435
21.09679590 -2.50807435
21.35471318 -2.50307435
21.53708822 -2.52537435
21.71946327 -2.53867435
22.03534612 -2.53437435
22.21772117 -2.53747435
22.40009621 -2.54717435
22.58247126 -2.53807435

0.00000000 -0.85637435
0.18237505 -0.86697435
0.36475011 -0.88957435
0.54712516 -0.90207435
0.72950020 -0.88137435
0.91187527 -0.84337435
1.09425031 -1.24677435
2.02418427 -0.96527435
2.20655934 -1.05487435
2.38893438 -1.10257435
2.57130943 -1.09167435
2.75368450 -1.22797435
2.93605954 -1.47487435
3.68801114 -1.25407435
3.87038619 -1.39457435
4.05276123 -1.44997435
4.23513630 -1.40617435
4.41751135 -1.52457435
4.99423190 -1.62977435
5.17660694 -1.76757435
5.35898201 -1.78237435
5.54135705 -1.59537435
5.94916007 -1.61337435
6.13153514 -1.80917435
6.31391018 -1.99227435
6.57182746 -2.10147435
6.75420251 -2.23977435
6.93657755 -2.32377435
8.23899595 -0.98697435
8.42137101 -1.11307435
8.60374606 -1.18347435
8.78612110 -1.24497435
8.96849617 -1.44877435
9.15087122 -1.67467435
9.90282282 -1.29307435
10.08519786 -1.44167435
10.26757291 -1.53237435
10.44994797 -1.66637435
10.63232302 -1.82627435
11.20904357 -1.67277435
11.39141862 -1.81437435
11.57379368 -1.85747435
11.75616873 -1.82627435
12.16397175 -1.63367435
12.34634681 -1.90177435
12.52872186 -2.04517435
12.78663914 -2.14897435
12.96901418 -2.27017435
13.15138923 -2.34897435
14.19905413 -1.39947435
14.38142918 -1.56477435
14.56380422 -1.72427435
14.74617929 -1.91927435
14.92855434 -2.11387435
15.50527489 -1.78627435
15.68764993 -1.93277435
15.87002500 -2.03857435
16.05240004 -2.08977435
16.46020306 -1.94447435
16.64257813 -2.10407435
16.82495317 -2.16707435
17.08287045 -2.26417435
17.26524550 -2.34567435
17.44762054 -2.41347435
18.24257496 -1.94407435
18.42495001 -2.07087435
18.60732508 -2.16457435
18.78970012 -2.19657435
19.19750314 -2.25727435
19.37987821 -2.24717435
19.56225325 -2.25157435
19.82017053 -2.37417435
20.00254558 -2.42067435
20.18492062 -2.48797435
20.73204579 -2.39457435
20.91442085 -2.12647435
21.09679590 -2.07847435
21.35471318 -2.28507435
21.53708822 -2.33397435
21.71946327 -2.53867435
22.03534612 -1.90657435
22.21772117 -1.91587435
22.40009621 -2.04307435
22.58247126 -1.83727435

0.00000000 -0.85637435
0.18237505 -0.86697435
0.36475011 -0.88957435
0.54712516 -0.90207435
0.72950020 -0.88137435
0.91187527 -0.82537435
1.09425031 -0.78747435
2.02418427 -0.88557435
2.20655934 -0.93117435
2.38893438 -0.98377435
2.57130943 -1.04857435
2.75368450 -1.01857435
2.93605954 -0.95397435
3.68801114 -1.02877435
3.87038619 -1.13367435
4.05276123 -1.22807435
4.23513630 -1.36707435
4.41751135 -1.32167435
4.99423190 -1.22127435
5.17660694 -1.19047435
5.35898201 -1.38737435
5.54135705 -1.57417435
5.94916007 -1.46657435
6.13153514 -1.07057435
6.31391018 -0.81057435
6.57182746 -0.31177435
6.75420251 0.13152565
6.93657755 1.04322565
8.23899595 -0.98697435
8.42137101 -1.04567435
8.60374606 -1.12917435
8.78612110 -1.16667435
8.96849617 -1.05417435
9.15087122 -0.94577435
9.90282282 -1.16487435
10.08519786 -1.27937435
10.26757291 -1.35017435
10.44994797 -1.29077435
10.63232302 -1.14987435
11.20904357 -1.37287435
11.39141862 -1.35527435
11.57379368 -1.45117435
11.75616873 -1.48947435
12.16397175 -1.61597435
12.34634681 -1.12587435
12.52872186 -0.91077435
12.78663914 -0.41777435
12.96901418 -0.03377435
13.15138923 0.64932565
14.19905413 -1.39947435
14.38142918 -1.55007435
14.56380422 -1.58027435
14.74617929 -1.46197435
14.92855434 -1.37907435
15.50527489 -1.68117435
15.68764993 -1.72117435
15.87002500 -1.66047435
16.05240004 -1.59937435
16.46020306 -1.69797435
16.64257813 -1.33447435
16.82495317 -1.20017435
17.08287045 -0.71657435
17.26524550 -0.48907435
17.44762054 -0.08667435
18.24257496 -1.93317435
18.42495001 -2.05267435
18.60732508 -1.91347435
18.78970012 -1.80577435
19.19750314 -1.91387435
19.37987821 -1.72177435
19.56225325 -1.59937435
19.82017053 -1.21107435
20.00254558 -1.04447435
20.18492062 -0.76977435
20.73204579 -1.93197435
20.91442085 -2.03747435
21.09679590 -1.94567435
21.35471318 -1.65927435
21.53708822 -1.54007435
21.71946327 -1.31997435
22.03534612 -1.80587435
22.21772117 -1.88327435
22.40009621 -1.69547435
22.58247126 -1.83727435

0.00000000 -0.85637435
0.18237505 -0.80937435
0.36475011 -0.67197435
0.54712516 -0.45597435
0.72950020 -0.21707435
0.91187527 -0.82537435
1.09425031 -0.78747435
2.02418427 -0.67797435
2.20655934 -0.48767435
2.38893438 -0.28377435
2.57130943 -0.17767435
2.75368450 -0.32617435
2.93605954 -0.45227435
3.68801114 -0.25827435
3.87038619 -0.22327435
4.05276123 -0.51437435
4.23513630 -0.87107435
4.41751135 -1.07147435
4.99423190 -0.56557435
5.17660694 -1.01247435
5.35898201 -1.12017435
5.54135705 -1.12767435
5.94916007 -0.88587435
6.13153514 -0.50107435
6.31391018 -0.38137435
6.57182746 0.23832565
6.75420251 0.50402565
6.93657755 1.07592565
8.23899595 -0.55187435
8.42137101 -0.35727435
8.60374606 -0.23497435
8.78612110 -0.34907435
8.96849617 -0.56137435
9.15087122 -0.68417435
9.90282282 -0.24577435
10.08519786 -0.45347435
10.26757291 -0.77207435
10.44994797 -0.98927435
10.63232302 -1.14627435
11.20904357 -0.87527435
11.39141862 -1.21767435
11.57379368 -1.17847435
11.75616873 -1.09657435
12.16397175 -1.08097435
12.34634681 -0.68627435
12.52872186 -0.50357435
12.78663914 -0.04107435
12.96901418 0.24212565
13.15138923 0.64932565
14.19905413 -0.52007435
14.38142918 -0.95897435
14.56380422 -1.21637435
14.74617929 -1.20617435
14.92855434 -1.15687435
15.50527489 -1.43057435
15.68764993 -1.57517435
15.87002500 -1.31327435
16.05240004 -1.15447435
16.46020306 -1.50377435
16.64257813 -1.06817435
16.82495317 -0.81527435
17.08287045 -0.62627435
17.26524550 -0.32297435
17.44762054 -0.08667435
18.24257496 -1.93317435
18.42495001 -1.82197435
18.60732508 -1.42807435
18.78970012 -1.25047435
19.19750314 -1.80457435
19.37987821 -1.37307435
19.56225325 -1.16087435
19.82017053 -1.12277435
20.00254558 -0.90407435
20.18492062 -0.76977435
20.73204579 -1.93197435
20.91442085 -1.55587435
21.09679590 -1.36837435
21.35471318 -1.51667435
21.53708822 -1.36557435
21.71946327 -1.31997435
22.03534612 -1.80587435
22.21772117 -1.62937435
22.40009621 -1.69547435
22.58247126 -1.83727435

0.00000000 1.23552565
0.18237505 1.13252565
0.36475011 0.83342565
0.54712516 0.36752565
0.72950020 -0.18627435
0.91187527 0.08182565
1.09425031 0.21352565
2.02418427 1.11582565
2.20655934 0.88082565
2.38893438 0.48202565
2.57130943 0.01922565
2.75368450 -0.32117435
2.93605954 -0.41537435
3.68801114 0.91692565
3.87038619 0.70112565
4.05276123 0.37592565
4.23513630 0.17552565
4.41751135 0.13542565
4.99423190 0.59662565
5.17660694 0.48792565
5.35898201 0.53422565
5.54135705 0.64372565
5.94916007 0.60822565
6.13153514 0.78492565
6.31391018 0.92962565
6.57182746 1.02232565
6.75420251 1.03712565
6.93657755 1.08452565
8.23899595 1.16262565
8.42137101 0.92892565
8.60374606 0.57652565
8.78612110 0.17662565
8.96849617 -0.14107435
9.15087122 -0.25357435
9.90282282 0.81852565
10.08519786 0.77082565
10.26757291 0.50172565
10.44994797 0.27692565
10.63232302 0.20392565
11.20904357 0.86282565
11.39141862 0.68942565
11.57379368 0.64122565
11.75616873 0.68652565
12.16397175 0.73672565
12.34634681 0.85222565
12.52872186 0.95002565
12.78663914 1.01902565
12.96901418 1.05182565
13.15138923 1.04702565
14.19905413 0.85232565
14.38142918 0.94822565
14.56380422 0.74062565
14.74617929 0.55452565
14.92855434 0.47542565
15.50527489 1.07792565
15.68764993 1.00962565
15.87002500 0.89462565
16.05240004 0.86042565
16.46020306 0.99612565
16.64257813 0.99182565
16.82495317 1.00752565
17.08287045 1.06372565
17.26524550 1.08972565
17.44762054 1.05742565
18.24257496 1.24642565
18.42495001 1.15212565
18.60732508 1.03482565
18.78970012 0.98422565
19.19750314 1.16412565
19.37987821 1.10122565
19.56225325 1.07892565
