#k-distance eigenvalue[eV]
1.34705470 -1.89937310
1.37766959 -1.80547310
1.40828447 -1.73667310
1.43889933 -1.69517310
1.46951422 -1.68147310
1.46951422 -1.68147310
1.48718972 -1.68047310
1.50486525 -1.67737310
1.52254074 -1.67217310
1.54021627 -1.66487310
1.55789176 -1.65557310
1.57556729 -1.64417310
1.59324278 -1.63077310
1.61091831 -1.61517310
1.62859381 -1.59767310
1.64626930 -1.57797310
1.66394483 -1.55627310
1.68162032 -1.53247310
1.69929585 -1.50667310
1.71697135 -1.47867310
1.73464687 -1.44877310
1.75232237 -1.41677310
1.76999789 -1.38267310
1.78767339 -1.34657310
1.80534888 -1.30847310
1.82302441 -1.26827310
1.84069991 -1.22597310
1.85837543 -1.18177310
1.87605093 -1.13547310
1.89372645 -1.08717310
1.91140195 -1.03677310
1.92907747 -0.98447310
1.94675297 -0.93007310
1.96442847 -0.87367310
1.98210399 -0.81527310
1.99977949 -0.75497310
2.01745501 -0.69257310
2.03513051 -0.62827310
2.05280603 -0.56187310
2.07048153 -0.49357310
2.08815705 -0.42337310
2.10583255 -0.35117310
2.12350805 -0.27707310
2.14118357 -0.20097310
2.15885907 -0.12297310
2.17653459 -0.04317310
2.19421009 0.03862690
2.21188561 0.12222690
2.22956111 0.20752690
2.24723663 0.29452690
2.26491213 0.38302690
2.28258763 0.47232690
2.30026315 0.55972690
2.31793865 0.61822690
2.31793865 0.61822690
2.35328964 0.47372690
2.38864069 0.27832690
2.42399169 0.07242690
2.45934268 -0.14107310
2.49469373 -0.36097310
2.53004472 -0.58577310
2.56539577 -0.81457310
2.60074677 -1.04607310
2.63609781 -1.27947310
2.67144881 -1.51387310
2.70679985 -1.74827310
2.74215085 -1.98197310
2.77750184 -2.21427310
2.81285289 -2.44447310
2.84820389 -2.67197310
2.88355493 -2.89637310
2.91890593 -3.11697310
2.95425697 -3.33347310
2.98960797 -3.54537310
3.02495902 -3.75237310
3.06031001 -3.95417310
3.09566101 -4.15047310
3.13101205 -4.34097310
3.16636305 -4.52537310
3.20171409 -4.70347310
3.23706509 -4.87517310
3.27241614 -5.04027310
3.30776713 -4.91747310
3.34311818 -4.71057310
3.37846917 -4.50777310
3.41382017 -4.30997310
3.44917122 -4.11777310
3.48452221 -3.93197310
3.51987326 -3.75337310
3.55522425 -3.58277310
3.59057530 -3.42087310
3.62592629 -3.26857310
3.66127734 -3.12647310
3.69662834 -2.99547310
3.73197933 -2.87617310
3.76733038 -2.76917310
3.80268137 -2.67517310
3.83803242 -2.59467310
3.87338342 -2.52807310
3.90873446 -2.47597310
3.94408546 -2.43847310
3.97943650 -2.41587310
4.01478750 -2.40837310

0.00000000 3.62752690
0.03061489 3.63082690
0.06122975 3.64092690
0.09184464 3.65772690
0.12245953 3.68122690
0.15307439 3.71142690
0.18368928 3.74832690
0.21430417 3.79202690
0.24491903 3.84242690
0.27553392 3.89952690
0.30614881 3.96342690
0.33676367 4.03402690
0.36737856 4.11132690
0.39799345 4.19532690
0.42860831 4.28612690
0.45922320 4.38352690
0.48983808 4.48772690
0.52045294 4.59852690
0.55106783 4.71602690
0.58168272 4.84022690
0.61229758 4.97112690
0.64291247 5.10852690
0.67352736 5.25262690
0.70414222 5.40332690
0.73475711 5.56062690
0.76537200 5.72442690
0.79598686 5.89472690
0.82660175 6.07142690
0.85721664 6.25462690
0.88783150 6.32432690
0.91844639 6.03202690
0.94906128 5.74012690
0.97967614 5.44962690
1.01029103 5.16132690
1.04090592 4.87622690
1.07152078 4.59542690
1.10213567 4.32012690
1.13275056 4.05142690
1.16336542 3.79102690
1.19398031 3.54052690
1.22459520 3.30212690
1.25521006 3.07822690
1.28582495 2.87202690
1.31643984 2.68692690
1.34705470 2.52692690
1.37766959 2.39642690
1.40828447 2.29942690
1.43889933 2.23962690
1.46951422 2.21942690
1.46951422 2.21942690
1.48718972 2.21922690
1.50486525 2.21872690
1.52254074 2.21772690
1.54021627 2.21642690
1.55789176 2.21462690
1.57556729 2.21242690
1.59324278 2.20972690
1.61091831 2.20652690
1.62859381 2.20272690
1.64626930 2.19832690
1.66394483 2.19312690
1.68162032 2.18722690
1.69929585 2.18052690
1.71697135 2.17292690
1.73464687 2.16432690
1.75232237 2.15462690
1.76999789 2.14372690
1.78767339 2.13162690
1.80534888 2.11812690
1.82302441 2.10312690
1.84069991 2.08652690
1.85837543 2.06812690
1.87605093 2.04792690
1.89372645 2.02582690
1.91140195 2.00162690
1.92907747 1.97522690
1.94675297 1.94642690
1.96442847 1.91522690
1.98210399 1.88152690
1.99977949 1.84512690
2.01745501 1.80602690
2.03513051 1.76402690
2.05280603 1.71912690
2.07048153 1.67112690
2.08815705 1.62012690
2.10583255 1.56602690
2.12350805 1.50362690
2.14118357 1.43462690
2.15885907 1.36232690
2.17653459 1.28692690
2.19421009 1.20822690
2.21188561 1.12652690
2.22956111 1.04182690
2.24723663 0.95422690
2.26491213 0.86422690
2.28258763 0.77222690
2.30026315 0.68102690
2.31793865 0.61822690
2.31793865 0.61822690
2.35328964 0.77112690
2.38864069 0.97222690
2.42399169 1.18252690
2.45934268 1.40032690
2.49469373 1.62532690
2.53004472 1.85722690
2.56539577 2.09592690
2.60074677 2.34102690
2.63609781 2.59252690
2.67144881 2.85022690
2.70679985 3.11382690
2.74215085 3.38312690
2.77750184 3.65782690
2.81285289 3.93772690
2.84820389 4.22252690
2.88355493 4.51192690
2.91890593 4.80552690
2.95425697 5.10292690
2.98960797 5.40372690
3.02495902 5.70762690
3.06031001 6.01392690
3.09566101 6.32202690
3.13101205 6.42592690
3.16636305 6.20742690
3.20171409 5.99762690
3.23706509 5.79662690
3.27241614 5.60432690
3.30776713 5.42082690
3.34311818 5.24612690
3.37846917 5.08032690
3.41382017 4.92342690
3.44917122 4.77542690
3.48452221 4.63632690
3.51987326 4.50622690
3.55522425 4.38512690
3.59057530 4.27292690
3.62592629 4.16982690
3.66127734 4.07562690
3.69662834 3.99042690
3.73197933 3.91412690
3.76733038 3.84692690
3.80268137 3.78872690
3.83803242 3.73942690
3.87338342 3.69912690
3.90873446 3.66772690
3.94408546 3.64542690
3.97943650 3.63192690
4.01478750 3.62752690

0.00000000 6.61852690
0.03061489 6.62172690
0.06122975 6.63112690
0.09184464 6.64692690
0.12245953 6.66902690
0.15307439 6.69742690
0.18368928 6.73202690
0.21430417 6.77292690
0.24491903 6.82012690
0.27553392 6.87342690
0.30614881 6.93282690
0.33676367 6.99832690
0.36737856 7.06982690
0.39799345 7.14722690
0.42860831 7.23042690
0.45922320 7.31912690
0.48983808 7.41312690
0.52045294 7.51182690
0.55106783 7.61442690
0.58168272 7.71922690
0.61229758 7.82232690
0.64291247 7.91392690
0.67352736 7.96382690
0.70414222 7.90412690
0.73475711 7.71612690
0.76537200 7.46482690
0.79598686 7.18982690
0.82660175 6.90512690
0.85721664 6.61582690
0.88783150 6.43632690
0.91844639 6.15202690
0.94906128 5.86792690
0.97967614 5.58492690
1.01029103 5.30392690
1.04090592 5.02582690
1.07152078 4.75152690
1.10213567 4.48212690
1.13275056 4.21882690
1.16336542 3.96302690
1.19398031 3.71632690
1.22459520 3.48062690
1.25521006 3.25832690
1.28582495 3.05232690
1.31643984 2.86602690
1.34705470 2.70352690
1.37766959 2.56942690
1.40828447 2.46872690
1.43889933 2.40612690
1.46951422 2.38472690
1.46951422 2.38472690
1.48718972 2.38442690
1.50486525 2.38352690
1.52254074 2.38202690
1.54021627 2.37982690
1.55789176 2.37692690
1.57556729 2.37332690
1.59324278 2.36902690
1.61091831 2.36402690
1.62859381 2.35812690
1.64626930 2.35132690
1.66394483 2.34352690
1.68162032 2.33482690
1.69929585 2.32502690
1.71697135 2.31402690
1.73464687 2.30172690
1.75232237 2.28812690
1.76999789 2.27312690
1.78767339 2.25652690
1.80534888 2.23832690
1.82302441 2.21832690
1.84069991 2.19652690
1.85837543 2.17262690
1.87605093 2.14672690
1.89372645 2.11862690
1.91140195 2.08812690
1.92907747 2.05512690
1.94675297 2.01962690
1.96442847 1.98142690
1.98210399 1.94052690
1.99977949 1.89672690
2.01745501 1.85002690
2.03513051 1.80022690
2.05280603 1.74732690
2.07048153 1.69122690
2.08815705 1.63192690
2.10583255 1.56942690
2.12350805 1.50872690
2.14118357 1.44832690
2.15885907 1.38472690
2.17653459 1.31782690
2.19421009 1.24792690
2.21188561 1.17492690
2.22956111 1.09892690
2.24723663 1.02002690
2.26491213 0.93872690
2.28258763 0.85542690
2.30026315 0.77312690
2.31793865 0.71892690
2.31793865 0.71892690
2.35328964 0.86992690
2.38864069 1.06962690
2.42399169 1.27882690
2.45934268 1.49552690
2.49469373 1.71932690
2.53004472 1.95002690
2.56539577 2.18732690
2.60074677 2.43122690
2.63609781 2.68132690
2.67144881 2.93752690
2.70679985 3.19962690
2.74215085 3.46742690
2.77750184 3.74052690
2.81285289 4.01872690
2.84820389 4.30182690
2.88355493 4.58942690
2.91890593 4.88112690
2.95425697 5.17662690
2.98960797 5.47542690
3.02495902 5.77722690
3.06031001 6.08132690
3.09566101 6.38732690
3.13101205 6.63162690
3.16636305 6.94192690
3.20171409 7.25222690
3.23706509 7.56182690
3.27241614 7.86982690
3.30776713 8.17512690
3.34311818 8.09822690
3.37846917 7.95112690
3.41382017 7.81082690
3.44917122 7.67752690
3.48452221 7.55162690
3.51987326 7.43322690
3.55522425 7.32232690
3.59057530 7.21932690
3.62592629 7.12412690
3.66127734 7.03702690
3.69662834 6.95792690
3.73197933 6.88702690
3.76733038 6.82432690
3.80268137 6.76982690
3.83803242 6.72362690
3.87338342 6.68582690
3.90873446 6.65642690
3.94408546 6.63532690
3.97943650 6.62272690
4.01478750 6.61852690

0.00000000 8.92002690
0.03061489 8.92122690
0.06122975 8.92452690
0.09184464 8.92982690
0.12245953 8.93642690
0.15307439 8.94362690
0.18368928 8.95082690
0.21430417 8.95722690
0.24491903 8.96202690
0.27553392 8.96442690
0.30614881 8.96392690
0.33676367 8.96012690
0.36737856 8.95252690
0.39799345 8.94112690
0.42860831 8.92562690
0.45922320 8.90652690
0.48983808 8.88322690
0.52045294 8.85672690
0.55106783 8.82692690
0.58168272 8.79422690
0.61229758 8.75902690
0.64291247 8.64742690
0.67352736 8.37702690
0.70414222 8.10482690
0.73475711 7.83222690
0.76537200 7.55852690
0.79598686 7.28202690
0.82660175 7.00242690
0.85721664 6.72012690
0.88783150 6.44402690
0.91844639 6.63952690
0.94906128 6.84102690
0.97967614 7.04802690
1.01029103 7.25992690
1.04090592 7.47512690
1.07152078 7.68952690
1.10213567 7.88842690
1.13275056 8.02142690
1.16336542 8.05522690
1.19398031 8.04652690
1.22459520 8.02902690
1.25521006 8.01112690
1.28582495 7.99482690
1.31643984 7.98062690
1.34705470 7.96892690
1.37766959 7.95962690
1.40828447 7.95302690
1.43889933 7.94902690
1.46951422 7.94772690
1.46951422 7.94772690
1.48718972 7.95292690
1.50486525 7.96852690
1.52254074 7.99442690
1.54021627 8.03052690
1.55789176 8.07672690
1.57556729 8.13282690
1.59324278 8.19852690
1.61091831 8.27362690
1.62859381 8.35792690
1.64626930 8.45092690
1.66394483 8.55242690
1.68162032 8.66212690
1.69929585 8.77952690
1.71697135 8.90432690
1.73464687 9.03612690
1.75232237 9.17452690
1.76999789 9.31912690
1.78767339 9.46942690
1.80534888 9.62502690
1.82302441 9.78562690
1.84069991 9.95052690
1.85837543 10.11942690
1.87605093 10.29182690
1.89372645 10.46712690
1.91140195 10.64482690
1.92907747 10.82432690
1.94675297 11.00482690
1.96442847 11.18572690
1.98210399 11.36592690
1.99977949 11.54412690
2.01745501 11.70842690
2.03513051 11.64912690
2.05280603 11.59272690
2.07048153 11.53962690
2.08815705 11.49012690
2.10583255 11.44442690
2.12350805 11.40292690
2.14118357 11.36572690
2.15885907 11.33312690
2.17653459 11.30532690
2.19421009 11.28232690
2.21188561 11.26442690
2.22956111 11.25162690
2.24723663 11.24392690
2.26491213 11.24162690
2.28258763 11.24452690
2.30026315 11.25272690
2.31793865 11.26622690
2.31793865 11.26622690
2.35328964 11.24082690
2.38864069 11.22752690
2.42399169 11.22352690
2.45934268 11.22532690
2.49469373 11.22892690
2.53004472 11.23012690
2.56539577 10.97342690
2.60074677 10.64612690
2.63609781 10.32082690
2.67144881 9.99912690
2.70679985 9.68192690
2.74215085 9.37032690
2.77750184 9.06492690
2.81285289 8.76622690
2.84820389 8.47462690
2.88355493 8.19052690
2.91890593 7.91402690
2.95425697 7.64532690
2.98960797 7.38482690
3.02495902 7.13252690
3.06031001 6.88852690
3.09566101 6.65292690
3.13101205 6.69462690
3.16636305 7.00262690
3.20171409 7.31052690
3.23706509 7.61772690
3.27241614 7.92332690
3.30776713 8.22642690
3.34311818 8.47782690
3.37846917 8.77592690
3.41382017 9.06842690
3.44917122 9.35432690
3.48452221 9.45012690
3.51987326 9.36902690
3.55522425 9.29582690
3.59057530 9.23032690
3.62592629 9.17232690
3.66127734 9.12152690
3.69662834 9.07752690
3.73197933 9.04012690
3.76733038 9.00872690
3.80268137 8.98302690
3.83803242 8.96232690
3.87338342 8.94642690
3.90873446 8.93452690
3.94408546 8.92632690
3.97943650 8.92162690
4.01478750 8.92002690

0.00000000 8.92002690
0.03061489 8.92482690
0.06122975 8.92972690
0.09184464 8.93742690
0.12245953 8.94732690
0.15307439 8.95872690
0.18368928 8.97052690
0.21430417 8.98182690
0.24491903 8.99162690
0.27553392 8.99902690
0.30614881 9.00322690
0.33676367 9.00362690
0.36737856 8.99982690
0.39799345 8.99162690
0.42860831 8.97872690
0.45922320 8.96152690
0.48983808 8.93992690
0.52045294 8.91432690
0.55106783 8.88522690
0.58168272 8.85282690
0.61229758 8.81772690
0.64291247 8.72182690
0.67352736 8.60382690
0.70414222 8.52302690
0.73475711 8.56852690
0.76537200 8.55942690
0.79598686 8.51722690
0.82660175 8.47512690
0.85721664 8.43342690
0.88783150 8.39232690
0.91844639 8.35202690
0.94906128 8.31292690
0.97967614 8.27512690
1.01029103 8.23892690
1.04090592 8.20452690
1.07152078 8.17212690
1.10213567 8.14232690
1.13275056 8.11572690
1.16336542 8.09382690
1.19398031 8.07622690
1.22459520 8.05962690
1.25521006 8.04352690
1.28582495 8.02872690
1.31643984 8.01572690
1.34705470 8.00472690
1.37766959 7.99602690
1.40828447 7.98982690
1.43889933 7.98602690
1.46951422 7.98472690
1.46951422 7.98472690
1.48718972 7.99002690
1.50486525 8.00572690
1.52254074 8.03192690
1.54021627 8.06832690
1.55789176 8.11502690
1.57556729 8.17162690
1.59324278 8.23802690
1.61091831 8.31402690
1.62859381 8.39922690
1.64626930 8.49332690
1.66394483 8.59612690
1.68162032 8.70722690
1.69929585 8.82632690
1.71697135 8.95312690
1.73464687 9.08712690
1.75232237 9.22792690
1.76999789 9.37532690
1.78767339 9.52892690
1.80534888 9.68822690
1.82302441 9.85282690
1.84069991 10.02252690
1.85837543 10.19692690
1.87605093 10.37542690
1.89372645 10.55782690
1.91140195 10.74382690
1.92907747 10.93242690
1.94675297 11.12332690
1.96442847 11.31592690
1.98210399 11.50912690
1.99977949 11.70112690
2.01745501 11.71872690
2.03513051 11.88472690
2.05280603 11.98652690
2.07048153 11.90912690
2.08815705 11.83512690
2.10583255 11.76512690
2.12350805 11.69912690
2.14118357 11.63752690
2.15885907 11.58022690
2.17653459 11.52752690
2.19421009 11.47932690
2.21188561 11.43572690
2.22956111 11.39672690
2.24723663 11.36212690
2.26491213 11.33192690
2.28258763 11.30602690
2.30026315 11.28422690
2.31793865 11.26622690
2.31793865 11.26622690
2.35328964 11.30892690
2.38864069 11.37242690
2.42399169 11.45602690
2.45934268 11.55902690
2.49469373 11.62412690
2.53004472 11.30042690
2.56539577 11.22412690
2.60074677 11.20622690
2.63609781 11.17232690
2.67144881 11.11892690
2.70679985 11.04432690
2.74215085 10.94792690
2.77750184 10.83092690
2.81285289 10.69542690
2.84820389 10.54442690
2.88355493 10.38092690
2.91890593 10.20802690
2.95425697 10.02852690
2.98960797 9.84472690
3.02495902 9.65882690
3.06031001 9.47252690
3.09566101 9.28722690
3.13101205 9.10412690
3.16636305 8.92432690
3.20171409 8.74862690
3.23706509 8.57762690
3.27241614 8.41192690
3.30776713 8.25232690
3.34311818 8.52622690
3.37846917 8.82172690
3.41382017 9.11172690
3.44917122 9.39492690
3.48452221 9.52802690
3.51987326 9.44222690
3.55522425 9.36402690
3.59057530 9.29302690
3.62592629 9.22912690
3.66127734 9.17202690
3.69662834 9.12162690
3.73197933 9.07762690
3.76733038 9.03982690
3.80268137 9.00772690
3.83803242 8.98112690
3.87338342 8.95982690
3.90873446 8.94362690
3.94408546 8.93222690
3.97943650 8.92532690
4.01478750 8.92002690

0.00000000 8.92292690
0.03061489 8.93132690
0.06122975 8.96492690
0.09184464 9.02062690
0.12245953 9.09812690
0.15307439 9.19682690
0.18368928 9.31602690
0.21430417 9.45502690
0.24491903 9.61302690
0.27553392 9.78902690
0.30614881 9.98202690
0.33676367 10.19132690
0.36737856 10.41592690
0.39799345 10.57272690
0.42860831 10.36382690
0.45922320 10.14422690
0.48983808 9.91482690
0.52045294 9.67612690
0.55106783 9.42922690
0.58168272 9.17472690
0.61229758 8.91382690
0.64291247 8.78042690
0.67352736 8.68282690
0.70414222 8.64252690
0.73475711 8.60122690
0.76537200 8.61702690
0.79598686 8.57482690
0.82660175 8.53272690
0.85721664 8.49102690
0.88783150 8.45032690
0.91844639 8.41082690
0.94906128 8.37302690
0.97967614 8.33732690
1.01029103 8.30452690
1.04090592 8.27642690
1.07152078 8.25692690
1.10213567 8.26072690
1.13275056 8.33752690
1.16336542 8.51932690
1.19398031 8.74992690
1.22459520 8.99902690
1.25521006 9.25872690
1.28582495 9.52632690
1.31643984 9.80072690
1.34705470 10.08112690
1.37766959 10.36702690
1.40828447 10.65772690
1.43889933 10.95112690
1.46951422 11.19412690
1.46951422 11.19412690
1.48718972 11.19512690
1.50486525 11.19782690
1.52254074 11.20252690
1.54021627 11.20902690
1.55789176 11.21732690
1.57556729 11.22752690
1.59324278 11.23952690
1.61091831 11.25332690
1.62859381 11.26902690
1.64626930 11.28652690
1.66394483 11.30582690
1.68162032 11.32682690
1.69929585 11.34972690
1.71697135 11.37432690
1.73464687 11.40062690
1.75232237 11.42872690
1.76999789 11.45852690
1.78767339 11.48992690
1.80534888 11.52312690
1.82302441 11.55792690
1.84069991 11.59422690
1.85837543 11.63222690
1.87605093 11.67182690
1.89372645 11.71292690
1.91140195 11.75552690
1.92907747 11.79962690
1.94675297 11.84532690
1.96442847 11.89262690
1.98210399 11.83442690
1.99977949 11.77032690
2.01745501 11.88832690
2.03513051 12.06102690
2.05280603 12.03032690
2.07048153 12.13532690
2.08815705 12.20792690
2.10583255 12.26912690
2.12350805 12.32652690
2.14118357 12.38232690
2.15885907 12.43712690
2.17653459 12.49122690
2.19421009 12.54442690
2.21188561 12.59642690
2.22956111 12.64702690
2.24723663 12.69562690
2.26491213 12.74132690
2.28258763 12.78232690
2.30026315 12.81482690
2.31793865 12.82932690
2.31793865 12.82932690
2.35328964 12.73912690
2.38864069 12.51672690
2.42399169 12.24162690
2.45934268 11.94012690
2.49469373 11.68072690
2.53004472 11.82012690
2.56539577 11.97632690
2.60074677 12.14852690
2.63609781 12.33552690
2.67144881 12.53632690
2.70679985 12.74992690
2.74215085 12.65252690
2.77750184 12.47972690
2.81285289 12.29912690
2.84820389 12.11412690
2.88355493 11.92742690
2.91890593 11.74072690
2.95425697 11.55562690
2.98960797 11.37342690
3.02495902 11.19492690
3.06031001 11.02092690
3.09566101 10.85212690
3.13101205 10.68922690
3.16636305 10.53252690
3.20171409 10.38242690
3.23706509 10.23932690
3.27241614 10.10342690
3.30776713 9.97492690
3.34311818 9.85422690
3.37846917 9.74122690
3.41382017 9.63622690
3.44917122 9.53912690
3.48452221 9.63242690
3.51987326 9.90152690
3.55522425 10.16022690
3.59057530 10.40732690
3.62592629 10.30002690
3.66127734 10.11392690
3.69662834 9.92852690
3.73197933 9.74772690
3.76733038 9.57562690
3.80268137 9.41622690
3.83803242 9.27342690
3.87338342 9.15102690
3.90873446 9.05212690
3.94408546 8.97942690
3.97943650 8.93502690
4.01478750 8.92292690

0.00000000 8.92302690
0.03061489 8.93432690
0.06122975 8.96792690
0.09184464 9.02362690
0.12245953 9.10102690
0.15307439 9.19972690
0.18368928 9.31892690
0.21430417 9.45792690
0.24491903 9.61582690
0.27553392 9.79182690
0.30614881 9.98492690
0.33676367 10.19432690
0.36737856 10.41892690
0.39799345 10.60982690
0.42860831 10.40572690
0.45922320 10.19202690
0.48983808 9.96952690
0.52045294 9.73922690
0.55106783 9.50282690
0.58168272 9.26242690
0.61229758 9.02242690
0.64291247 8.79282690
0.67352736 8.74122690
0.70414222 8.70062690
0.73475711 8.65912690
0.76537200 8.67722690
0.79598686 8.81282690
0.82660175 8.96282690
0.85721664 9.12272690
0.88783150 9.29042690
0.91844639 9.46482690
0.94906128 9.64542690
0.97967614 9.83172690
1.01029103 10.02332690
1.04090592 10.22002690
1.07152078 10.42152690
1.10213567 10.62742690
1.13275056 10.83772690
1.16336542 11.05192690
1.19398031 11.26972690
1.22459520 11.49092690
1.25521006 11.71482690
1.28582495 11.94102690
1.31643984 12.16882690
1.34705470 12.39682690
1.37766959 12.18982690
1.40828447 11.87832690
1.43889933 11.57232690
1.46951422 11.32502690
1.46951422 11.32502690
1.48718972 11.32602690
1.50486525 11.32892690
1.52254074 11.33372690
1.54021627 11.34052690
1.55789176 11.34922690
1.57556729 11.35982690
1.59324278 11.37232690
1.61091831 11.38672690
1.62859381 11.40312690
1.64626930 11.42132690
1.66394483 11.44142690
1.68162032 11.46342690
1.69929585 11.48722690
1.71697135 11.51292690
1.73464687 11.54052690
1.75232237 11.56982690
1.76999789 11.60102690
1.78767339 11.63402690
1.80534888 11.66872690
1.82302441 11.70512690
1.84069991 11.74342690
1.85837543 11.78332690
1.87605093 11.82502690
1.89372645 11.86842690
1.91140195 11.91352690
1.92907747 11.96052690
1.94675297 11.96772690
1.96442847 11.90042690
1.98210399 11.94162690
1.99977949 11.99292690
2.01745501 12.04732690
2.03513051 12.06732690
2.05280603 12.18612690
2.07048153 12.29682690
2.08815705 12.37112690
2.10583255 12.43642690
2.12350805 12.49792690
2.14118357 12.55762690
2.15885907 12.61622690
2.17653459 12.67392690
2.19421009 12.73072690
2.21188561 12.78662690
2.22956111 12.84132690
2.24723663 12.89472690
2.26491213 12.94642690
2.28258763 12.99622690
2.30026315 13.04372690
2.31793865 13.08852690
2.31793865 13.08852690
2.35328964 13.05722690
2.38864069 13.09942690
2.42399169 13.14902690
2.45934268 13.18912690
2.49469373 13.21532690
2.53004472 13.22562690
2.56539577 13.21932690
2.60074677 13.17622690
2.63609781 13.07932690
2.67144881 12.95732690
2.70679985 12.81352690
2.74215085 12.84342690
2.77750184 12.66762690
2.81285289 12.47572690
2.84820389 12.27802690
2.88355493 12.07942690
2.91890593 11.88262690
2.95425697 11.68912690
2.98960797 11.49982690
3.02495902 11.31562690
3.06031001 11.13692690
3.09566101 10.96412690
3.13101205 10.79782690
3.16636305 10.63822690
3.20171409 10.48532690
3.23706509 10.33962690
3.27241614 10.20112690
3.30776713 10.07002690
3.34311818 9.94642690
3.37846917 9.83042690
3.41382017 9.72202690
3.44917122 9.62122690
3.48452221 9.67062690
3.51987326 9.93732690
3.55522425 10.19372690
3.59057530 10.43852690
3.62592629 10.30372690
3.66127734 10.11732690
3.69662834 9.93182690
3.73197933 9.75092690
3.76733038 9.57872690
3.80268137 9.41932690
3.83803242 9.27652690
3.87338342 9.15412690
3.90873446 9.05522690
3.94408546 8.98252690
3.97943650 8.93792690
4.01478750 8.92302690

0.00000000 10.26992690
0.03061489 10.27362690
0.06122975 10.28452690
0.09184464 10.30272690
0.12245953 10.32802690
0.15307439 10.36012690
0.18368928 10.39912690
0.21430417 10.44452690
0.24491903 10.49612690
0.27553392 10.55372690
0.30614881 10.61702690
0.33676367 10.68592690
0.36737856 10.76022690
0.39799345 10.65492690
0.42860831 10.90732690
0.45922320 11.01462690
0.48983808 11.10982690
0.52045294 11.21032690
0.55106783 11.31612690
0.58168272 11.42732690
0.61229758 11.54382690
0.64291247 11.66572690
0.67352736 11.79302690
0.70414222 11.92572690
0.73475711 12.06382690
0.76537200 12.20722690
0.79598686 12.35582690
0.82660175 12.50972690
0.85721664 12.66852690
0.88783150 12.83242690
0.91844639 13.00112690
0.94906128 13.17432690
0.97967614 13.35202690
1.01029103 13.53382690
1.04090592 13.71912690
1.07152078 13.90712690
1.10213567 14.09572690
1.13275056 14.27372690
1.16336542 14.31352690
1.19398031 14.06392690
1.22459520 13.76342690
1.25521006 13.45232690
1.28582495 13.13712690
1.31643984 12.82052690
1.34705470 12.50432690
1.37766959 12.62272690
1.40828447 12.84132690
1.43889933 13.03462690
1.46951422 13.13062690
1.46951422 13.13062690
1.48718972 13.12892690
1.50486525 13.12372690
1.52254074 13.11512690
1.54021627 13.10302690
1.55789176 13.08752690
1.57556729 13.06842690
1.59324278 13.04582690
1.61091831 13.01972690
1.62859381 12.99002690
1.64626930 12.95672690
1.66394483 12.91982690
1.68162032 12.87942690
1.69929585 12.83562690
1.71697135 12.78832690
1.73464687 12.73782690
1.75232237 12.68422690
1.76999789 12.62782690
1.78767339 12.56862690
1.80534888 12.50702690
1.82302441 12.44332690
1.84069991 12.37782690
1.85837543 12.31082690
1.87605093 12.24272690
1.89372645 12.17392690
1.91140195 12.10492690
1.92907747 12.03602690
1.94675297 12.00942690
1.96442847 12.06062690
1.98210399 12.11452690
1.99977949 12.17252690
2.01745501 12.15082690
2.03513051 12.10822690
2.05280603 12.19962690
2.07048153 12.30022690
2.08815705 12.44032690
2.10583255 12.58362690
2.12350805 12.72052690
2.14118357 12.84642690
2.15885907 12.95812690
2.17653459 13.05302690
2.19421009 13.12882690
2.21188561 13.18352690
2.22956111 13.21592690
2.24723663 13.22572690
2.26491213 13.21372690
2.28258763 13.18242690
2.30026315 13.13692690
2.31793865 13.08852690
2.31793865 13.08852690
2.35328964 13.16892690
2.38864069 13.23422690
2.42399169 13.28142690
2.45934268 13.30812690
2.49469373 13.31212690
2.53004472 13.29222690
2.56539577 13.24722690
2.60074677 13.19552690
2.63609781 13.15302690
2.67144881 13.08672690
2.70679985 12.98622690
2.74215085 12.97522690
2.77750184 13.08392690
2.81285289 12.99452690
2.84820389 12.90902690
2.88355493 12.82432690
2.91890593 12.73872690
2.95425697 12.65192690
2.98960797 12.56372690
3.02495902 12.47392690
3.06031001 12.38252690
3.09566101 12.28932690
3.13101205 12.19402690
3.16636305 12.09652690
3.20171409 11.99582690
3.23706509 11.89162690
3.27241614 11.78312690
3.30776713 11.66942690
3.34311818 11.54992690
3.37846917 11.42342690
3.41382017 11.28912690
3.44917122 11.14592690
3.48452221 10.99362690
3.51987326 10.83202690
3.55522425 10.66152690
3.59057530 10.48352690
3.62592629 10.64122690
3.66127734 10.73202690
3.69662834 10.64722690
3.73197933 10.57052690
3.76733038 10.50182690
3.80268137 10.44152690
3.83803242 10.38992690
3.87338342 10.34712690
3.90873446 10.31362690
3.94408546 10.28942690
3.97943650 10.27482690
4.01478750 10.26992690

0.00000000 11.99162690
0.03061489 11.98242690
0.06122975 11.95522690
0.09184464 11.91022690
0.12245953 11.84752690
0.15307439 11.76762690
0.18368928 11.67092690
0.21430417 11.55792690
0.24491903 11.42932690
0.27553392 11.28542690
0.30614881 11.12722690
0.33676367 10.95512690
0.36737856 10.77002690
0.39799345 10.65782690
0.42860831 10.91032690
0.45922320 11.17242690
0.48983808 11.44902690
0.52045294 11.73652690
0.55106783 12.03422690
0.58168272 12.34092690
0.61229758 12.65632690
0.64291247 12.97932690
0.67352736 13.30932690
0.70414222 13.64552690
0.73475711 13.98712690
